time	posX	posY	posZ	velX	velY	velZ	accX	accY	accZ	q0	q1	q2	q3	q_vel0	q_vel1	q_vel2	q_vel3	q_acc0	q_acc1	acc1X	acc1Y	acc1Z	acc1X	acc1Y	acc1Z	gyro1X	gyro1Y	gyro1Z
0.42	0.381024	0	0	1.4616	-0	-0	0.96	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	1.05244	-0.087703	-10.136	1.1652	-0.062645	-9.88538	-0.012	0.012	-0.036
0.43	0.395686	0	0	1.4706	-0	-0	0.84	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	0.588863	0.075174	-9.96055	0.726682	-0.162877	-9.98561	0.012	0	0
0.44	0.410432	0	0	1.4784	-0	-0	0.72	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	0.664037	-0.037587	-10.0483	0.801856	-0.050116	-9.83526	0.018	0	-0.006
0.45	0.42525	0	0	1.485	-0	-0	0.6	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	0.588863	-0.062645	-9.89791	0.563805	0.087703	-9.78515	-0.012	-0.006	-0.006
0.46	0.440128	0	0	1.4904	-0	-0	0.48	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	0.676566	0.050116	-9.89791	0.37587	-0.212993	-9.97308	0.006	0.018	0.006
0.47	0.455054	0	0	1.4946	-0	-0	0.36	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	0.438515	0.012529	-10.0357	0.388399	-0.12529	-9.92297	0.006	0.012	0
0.48	0.470016	0	0	1.4976	-0	-0	0.24	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	0.200464	-0.12529	-9.96055	0.12529	-0.050116	-10.0984	-0.012	0	0.012
0.49	0.485002	0	0	1.4994	-0	-0	0.12	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	0.175406	0.175406	-9.74756	0.212993	0.137819	-9.92297	0	0.012	-0.006
0.5	0.5	0	0	1.5	-0	-0	-0	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	0.12529	-0.150348	-9.91044	0.12529	-0.087703	-9.92297	0	0.006	0
0.51	0.514998	0	0	1.4994	-0	-0	-0.12	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-0.200464	-0.062645	-9.99814	-0.037587	-0.275638	-9.91044	0.012	0	0
0.52	0.529984	0	0	1.4976	-0	-0	-0.24	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-0.200464	-0.137819	-9.92297	-0.162877	0	-9.77262	0	0.024	-0.012
0.53	0.544946	0	0	1.4946	-0	-0	-0.36	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-0.350812	-0.012529	-9.96055	-0.438515	0.112761	-9.86032	0.006	0	0.018
0.54	0.559872	0	0	1.4904	-0	-0	-0.48	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-0.463573	-0.087703	-9.77262	-0.438515	0.12529	-9.89791	0.012	0	0.006
0.55	0.57475	0	0	1.485	-0	-0	-0.6	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-0.651508	-0.12529	-9.97308	-0.50116	-0.025058	-10.0107	0.006	-0.006	0
0.56	0.589568	0	0	1.4784	-0	-0	-0.72	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-0.739211	0.050116	-9.83526	-0.764269	-0.212993	-9.83526	-0.012	0.006	0.018
0.57	0.604314	0	0	1.4706	-0	-0	-0.84	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-0.839443	-0.175406	-9.92297	-0.952204	-0.050116	-9.79768	-0.018	0.006	-0.024
0.58	0.618976	0	0	1.4616	-0	-0	-0.96	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-0.964733	-0.025058	-10.0232	-0.952204	-0.075174	-9.73503	0.012	0	0
0.59	0.633542	0	0	1.4514	-0	-0	-1.08	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-1.22784	-0.175406	-9.88538	-1.1652	0.025058	-10.0107	0.018	-0.012	0.024
0.6	0.648	0	0	1.44	-0	-0	-1.2	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-1.27796	-0.025058	-9.84779	-1.32807	-0.012529	-10.0483	-0.006	-0.012	-0.012
0.61	0.662338	0	0	1.4274	-0	-0	-1.32	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-1.41578	0.062645	-9.87285	-1.29049	0.075174	-9.89791	0.012	0.012	-0.012
0.62	0.676544	0	0	1.4136	-0	-0	-1.44	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-1.40325	-0.062645	-9.81021	-1.35313	-0.212993	-9.97308	-0.024	-0.012	-0.012
0.63	0.690606	0	0	1.3986	-0	-0	-1.56	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-1.71647	-0.075174	-9.81021	-1.74153	-0.137819	-9.79768	-0.006	0.006	-0.006
0.64	0.704512	0	0	1.3824	-0	-0	-1.68	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-1.69142	-0.12529	-9.84779	-1.56612	-0.238051	-9.76009	-0.012	0.012	-0.012
0.65	0.71825	0	0	1.365	-0	-0	-1.8	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-1.6413	-0.150348	-9.87285	-1.76659	-0.162877	-10.0232	0.006	0	-0.006
0.66	0.731808	0	0	1.3464	-0	-0	-1.92	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-2.0297	-0.087703	-10.0608	-1.97958	0.100232	-9.86032	0	-0.006	0.006
0.67	0.745174	0	0	1.3266	-0	-0	-2.04	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-1.84176	0.12529	-10.0483	-2.12993	-0.012529	-9.96055	-0.012	0	-0.006
0.68	0.758336	0	0	1.3056	-0	-0	-2.16	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-2.14246	-0.150348	-9.89791	-2.36798	0	-9.84779	0.012	0	0.012
0.69	0.771282	0	0	1.2834	-0	-0	-2.28	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-2.34292	0.087703	-9.83526	-2.38051	-0.012529	-9.96055	-0.018	0.018	0
0.7	0.784	0	0	1.26	-0	-0	-2.4	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-2.46821	-0.087703	-9.97308	-2.28028	0.100232	-9.84779	-0.012	0.012	0.006
0.71	0.796478	0	0	1.2354	-0	-0	-2.52	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-2.5058	0.137819	-9.79768	-2.40557	-0.175406	-9.81021	-0.006	-0.006	0.024
0.72	0.808704	0	0	1.2096	-0	-0	-2.64	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-2.5935	-0.037587	-9.81021	-2.69374	0.062645	-10.0357	0.006	0.006	-0.006
0.73	0.820666	0	0	1.1826	-0	-0	-2.76	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-2.68121	0.150348	-9.82274	-2.91926	-0.050116	-9.89791	0	-0.006	0
0.74	0.832352	0	0	1.1544	-0	-0	-2.88	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-2.90673	0.100232	-9.92297	-2.96937	0.025058	-9.7225	-0.018	-0.006	-0.006
0.75	0.84375	0	0	1.125	-0	-0	-3	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-2.8065	-0.062645	-9.98561	-2.99443	0.087703	-9.89791	-0.006	0.012	0.006
